Unique_ID,Txn_No,Type,From,To,Amount,Txn,Punk
5477,3,Transfer,0x2cbee4,0xf29155,,"Mar 07, 2021",556
5478,4,Offered,,,"78,104","Mar 08, 2021",556
5479,5,Offer Withdrawn,,,,"Apr 12, 2021",556
5480,6,Offered,,,"905,386","Apr 12, 2021",556
5481,7,Offered,,,"62,587","Jul 06, 2021",556
5482,8,Offer Withdrawn,,,,"Jul 16, 2021",556
5483,9,Offered,,,"736,045","Aug 23, 2021",556
5484,10,Offer Withdrawn,,,,"Sep 27, 2021",556
5485,11,Offered,,,"923,709","Oct 14, 2021",556
5486,0,Claimed,,0xc352b5,,"Jun 23, 2017",557
5487,1,Transfer,0xc352b5,0x4d8e16,,"Mar 19, 2021",557
5488,0,Claimed,,0xc352b5,,"Jun 23, 2017",558
5489,1,Transfer,0xc352b5,0xb88f61,,"Feb 05, 2021",558
5490,0,Claimed,,0xc352b5,,"Jun 23, 2017",559
5491,0,Claimed,,0xc352b5,,"Jun 23, 2017",560
5492,0,Claimed,,0xc352b5,,"Jun 23, 2017",561
5493,1,Bid ,0x717403,,13,"Jun 26, 2017",561
5494,2,Bid ,0x6611fe,,53,"Jul 05, 2017",561
5495,3,Bid ,0x717403,,53,"Jul 05, 2017",561
5496,4,Bid ,TokenAng…,,720,"May 27, 2020",561
5497,5,Bid Withdrawn,TokenAng…,,735,"May 28, 2020",561
5498,6,Bid ,kingskin…,,"1,981","Aug 09, 2020",561
5499,7,Bid Withdrawn,kingskin…,,"1,973","Aug 09, 2020",561
5500,8,Bid ,kingskin…,,"2,842","Sep 11, 2020",561
5501,9,Bid Withdrawn,kingskin…,,"2,872","Sep 12, 2020",561
5502,10,Bid ,kingskin…,,"3,730","Sep 12, 2020",561
5503,11,Bid Withdrawn,kingskin…,,"3,633","Sep 13, 2020",561
5504,12,Bid ,KingChad,,"5,019","Sep 14, 2020",561
5505,13,Bid Withdrawn,KingChad,,"5,297","Sep 15, 2020",561
5506,14,Offered,,,"8,324","Sep 15, 2020",561
5507,15,Sold ,0xc352b5,KingChad,"8,176","Sep 15, 2020",561
5508,16,Transfer,KingChad,0xd1e70f,,"Nov 07, 2020",561
5509,17,Offered,,,"392,376","Feb 17, 2021",561
5510,18,Bid ,0xf4b4a5,,"191,055","Mar 13, 2021",561
5511,19,Bid Withdrawn,0xf4b4a5,,"190,429","Mar 14, 2021",561
5512,20,Offered,,,"779,149","Apr 08, 2021",561
5513,21,Bid ,0x78b58e,,"261,620","Apr 10, 2021",561
5514,22,Bid Withdrawn,0x78b58e,,"268,429","Apr 12, 2021",561
5515,23,Sold ,0xd1e70f,0x18ee9c,1.04M,"Aug 06, 2021",561
5516,24,Offered,,,2.74M,"Aug 06, 2021",561
5517,25,Transfer,0x18ee9c,0x4680cb,,"Aug 09, 2021",561
5518,26,Offered,,,3.35M,"Aug 23, 2021",561
5519,27,Offered,,,4.04M,"Aug 28, 2021",561
5520,28,Bid ,0xdfa6e4,,1.9M,"Oct 26, 2021",561
5521,29,Offered,,,3.54M,"Oct 26, 2021",561
5522,30,Bid Withdrawn,0xdfa6e4,,1.86M,"Oct 26, 2021",561
5523,31,Bid ,0xdfa6e4,,2.17M,"Oct 29, 2021",561
5524,32,Offered,,,3.54M,"Oct 29, 2021",561
5525,33,Offered,,,3.15M,"Nov 01, 2021",561
5526,34,Offered,,,3.11M,"Nov 07, 2021",561
5527,35,Sold ,0x4680cb,0xdfa6e4,2.38M,"Nov 08, 2021",561
5528,36,Transfer,0xdfa6e4,0x346693,,"Nov 12, 2021",561
5529,0,Claimed,,0xc352b5,,"Jun 23, 2017",562
5530,1,Bid ,0x717403,,14,"Jun 25, 2017",562
5531,2,Bid Withdrawn,0x717403,,14,"Jun 30, 2017",562
5532,0,Claimed,,0xc352b5,,"Jun 23, 2017",563
5533,1,Bid ,0x717403,,14,"Jun 25, 2017",563
5534,2,Bid ,0x42306d,,22,"Feb 26, 2020",563
5535,3,Bid Withdrawn,0x42306d,,22,"Feb 26, 2020",563
5536,4,Offered,,,"66,881","Feb 19, 2021",563
5537,5,Sold ,0xc352b5,0xe75021,"68,384","Feb 21, 2021",563
5538,6,Transfer,0xe75021,0x6130d3,,"May 03, 2021",563
5539,7,Offered,,,"296,477","Aug 10, 2021",563
5540,8,Sold ,0x6130d3,0xaa3851,"300,693","Aug 11, 2021",563
5541,9,Offered,,,2.37M,"Aug 11, 2021",563
5542,0,Claimed,,0xc352b5,,"Jun 23, 2017",564
5543,1,Bid ,0x287b15,,68,"Jan 14, 2018",564
5544,2,Bid Withdrawn,0x287b15,,51,"Jan 18, 2018",564
5545,3,Transfer,0xc352b5,0xfeeb2d,,"Apr 12, 2021",564
5546,4,Offered,,,"71,090","Apr 12, 2021",564
5547,5,Sold ,0xfeeb2d,anonymou…,"71,090","Apr 12, 2021",564
5548,6,Offered,,,"97,172","Apr 26, 2021",564
5549,7,Offered,,,"98,482","Apr 28, 2021",564
5550,8,Offered,,,"95,425","Apr 28, 2021",564
5551,9,Offered,,,"93,138","Apr 28, 2021",564
5552,10,Offered,,,"108,207","Apr 29, 2021",564
5553,11,Offered,,,"108,095","May 01, 2021",564
5554,12,Offered,,,"111,091","May 03, 2021",564
5555,13,Offer Withdrawn,,,,"May 03, 2021",564
5556,14,Offered,,,"143,995","May 10, 2021",564
5557,15,Offered,,,"141,796","May 10, 2021",564
5558,16,Offer Withdrawn,,,,"May 26, 2021",564
5559,17,Offered,,,"85,521","Jun 11, 2021",564
5560,18,Offered,,,"88,003","Jun 14, 2021",564
5561,19,Offered,,,"58,219","Jun 22, 2021",564
5562,20,Offered,,,"56,163","Jun 22, 2021",564
5563,21,Offered,,,"59,414","Jun 23, 2021",564
5564,22,Offer Withdrawn,,,,"Jun 24, 2021",564
5565,23,Offered,,,"56,440","Jun 24, 2021",564
5566,24,Offered,,,"56,532","Jun 24, 2021",564
5567,25,Offered,,,"66,655","Jun 25, 2021",564
5568,26,Offered,,,"76,471","Jun 29, 2021",564
5569,27,Offered,,,"71,681","Jul 01, 2021",564
5570,28,Offered,,,"83,418","Jul 03, 2021",564
5571,29,Offered,,,"78,194","Jul 04, 2021",564
5572,30,Offered,,,"74,382","Jul 05, 2021",564
5573,31,Offered,,,"71,241","Jul 07, 2021",564
5574,32,Transfer,anonymou…,0x50f808,,"Jul 07, 2021",564
5575,33,Offered,,,"133,114","Jul 07, 2021",564
5576,34,Offered,,,"175,577","Aug 03, 2021",564
5577,35,Offered,,,"218,002","Aug 04, 2021",564
5578,36,Offered,,,"318,974","Aug 23, 2021",564
5579,37,Offered,,,"366,642","Aug 23, 2021",564
5580,38,Offered,,,"401,328","Aug 23, 2021",564
5581,39,Offered,,,"434,697","Aug 25, 2021",564
5582,40,Sold ,0x50f808,0xb4bb41,"435,309","Aug 28, 2021",564
5583,41,Offered,,,"515,922","Aug 28, 2021",564
5584,42,Offered,,,"529,315","Sep 01, 2021",564
5585,43,Offered,,,"520,571","Nov 11, 2021",564
5586,44,Bid ,0x39bf51,,"327,221","Nov 28, 2021",564
5587,45,Offered,,,"428,900","Nov 28, 2021",564
5588,46,Bid Withdrawn,0x39bf51,,"331,487","Nov 28, 2021",564
5589,0,Claimed,,0xc352b5,,"Jun 23, 2017",565
5590,0,Claimed,,0xc352b5,,"Jun 23, 2017",566
5591,0,Claimed,,0xc352b5,,"Jun 23, 2017",567
5592,1,Transfer,0xc352b5,0x35388c,,"Feb 04, 2021",567
5593,2,Transfer,0x35388c,0x2cbee4,,"Mar 05, 2021",567
5594,3,Transfer,0x2cbee4,0xcfd9cc,,"Mar 06, 2021",567
5595,4,Transfer,0xcfd9cc,0x762ec7,,"Aug 14, 2021",567
5596,0,Claimed,,0xc352b5,,"Jun 23, 2017",568
5597,1,Bid ,runhot99…,,"36,173","Apr 08, 2021",568
5598,2,Bid Withdrawn,runhot99…,,"36,173","Apr 08, 2021",568
5599,3,Bid ,runhot99…,,"45,405","Apr 08, 2021",568
5600,4,Bid Withdrawn,runhot99…,,"45,563","Apr 09, 2021",568
5601,5,Bid ,runhot99…,,"49,705","Apr 09, 2021",568
5602,6,Bid Withdrawn,runhot99…,,"51,258","Apr 11, 2021",568
5603,7,Bid ,runhot99…,,"64,514","Apr 11, 2021",568
5604,8,Bid Withdrawn,runhot99…,,"64,000","Apr 12, 2021",568
5605,9,Bid ,runhot99…,,"70,530","Apr 13, 2021",568
5606,10,Offered,,runhot99…,"84,435","Apr 13, 2021",568
5607,11,Bid Withdrawn,runhot99…,,"70,362","Apr 13, 2021",568
5608,12,Sold ,0xc352b5,runhot99…,"84,435","Apr 13, 2021",568
5609,13,Transfer,runhot99…,runhot99…,,"Jun 12, 2021",568
5610,14,Offered,,,"796,534","Aug 28, 2021",568
5611,15,Offered,,,"870,265","Aug 28, 2021",568
5612,16,Offered,,,"931,496","Aug 28, 2021",568
5613,17,Offer Withdrawn,,,,"Sep 22, 2021",568
5614,0,Claimed,,0xc352b5,,"Jun 23, 2017",569
5615,0,Claimed,,0xc352b5,,"Jun 23, 2017",570
5616,1,Transfer,0xc352b5,0x35388c,,"Feb 04, 2021",570
5617,2,Transfer,0x35388c,0x2cbee4,,"Mar 05, 2021",570
5618,3,Transfer,0x2cbee4,krybhara…,,"Mar 07, 2021",570
5619,4,Transfer,krybhara…,0x5d7c72,,"Apr 12, 2021",570
5620,5,Transfer,0x5d7c72,krybhara…,,"May 05, 2021",570
5621,6,Bid ,0x62bdc6,,"70,270","May 05, 2021",570
5622,7,Bid Withdrawn,0x62bdc6,,"70,270","May 06, 2021",570
5623,8,Offered,,,"220,570","Aug 10, 2021",570
5624,9,Offered,,,"152,794","Aug 10, 2021",570
5625,10,Sold ,krybhara…,0x0e9aed,"152,794","Aug 10, 2021",570
5626,11,Offered,,,"206,190","Aug 11, 2021",570
5627,12,Sold ,0x0e9aed,0xa3a0b0,"217,895","Aug 23, 2021",570
5628,13,Transfer,0xa3a0b0,0xfdcd64,,"Aug 25, 2021",570
5629,14,Transfer,0xfdcd64,0xde3df7,,"Aug 30, 2021",570
5630,15,Offered,,,"696,414","Aug 30, 2021",570
5631,16,Offer Withdrawn,,,,"Sep 01, 2021",570
5632,0,Claimed,,0xc352b5,,"Jun 23, 2017",571
5633,1,Bid ,0x717403,,13,"Jun 26, 2017",571
5634,2,Bid ,stazie,,195,"Apr 28, 2020",571
5635,3,Bid Withdrawn,stazie,,209,"Apr 29, 2020",571
5636,0,Claimed,,0xc352b5,,"Jun 23, 2017",572
5637,1,Transfer,0xc352b5,0xb88f61,,"Feb 05, 2021",572
5638,0,Claimed,,0xc352b5,,"Jun 23, 2017",573
5639,1,Bid ,j1mmy,,269,"Jan 04, 2020",573
5640,2,Bid Withdrawn,j1mmy,,268,"Jan 04, 2020",573
5641,3,Bid ,0x3dee68,,"13,066","Jan 29, 2021",573
5642,4,Offered,,,"18,281","Jan 29, 2021",573
5643,5,Sold ,0xc352b5,scalynel…,"18,281","Jan 29, 2021",573
5644,6,Bid Withdrawn,0x3dee68,,"13,055","Jan 29, 2021",573
5645,7,Offered,,,"36,526","Feb 09, 2021",573
5646,8,Sold ,scalynel…,0x36fbd8,"38,333","Feb 13, 2021",573
5647,9,Transfer,0x36fbd8,0xdf612c,,"Mar 29, 2021",573
5648,10,Offered,,,"843,515","Aug 06, 2021",573
5649,11,Bid ,bluewate…,,"576,591","Aug 26, 2021",573
5650,12,Bid Withdrawn,bluewate…,,"568,118","Aug 27, 2021",573
5651,13,Offered,,,1.36M,"Aug 28, 2021",573
5652,14,Offered,,,1.14M,"Sep 06, 2021",573
5653,15,Bid ,skyquake…,,"665,533","Sep 10, 2021",573
5654,16,Bid Withdrawn,skyquake…,,"646,374","Sep 11, 2021",573
5655,17,Bid ,skyquake…,,"788,916","Oct 03, 2021",573
5656,18,Bid Withdrawn,skyquake…,,"790,748","Oct 03, 2021",573
5657,19,Sold ,0xdf612c,skyquake…,"987,993","Oct 04, 2021",573
5658,20,Transfer,skyquake…,0xe7398b,,"Oct 11, 2021",573
5659,0,Claimed,,0xc352b5,,"Jun 23, 2017",574
5660,1,Transfer,0xc352b5,0xe34bde,,"Feb 03, 2021",574
5661,2,Transfer,0xe34bde,0xfd9065,,"Feb 03, 2021",574
5662,3,(Wrap),0xfd9065,WrappedC…,,"Feb 03, 2021",574
5663,4,(Unwrap),WrappedC…,0xe34bde,,"Feb 05, 2021",574
5664,5,Transfer,0xe34bde,0xb88f61,,"Feb 05, 2021",574
5665,0,Claimed,,0xc352b5,,"Jun 23, 2017",575
5666,0,Claimed,,0xc352b5,,"Jun 23, 2017",576
5667,1,Bid ,Pranksy,,105,"Jan 01, 2020",576
5668,2,Bid Withdrawn,Pranksy,,104,"Jan 02, 2020",576
5669,0,Claimed,,0xc352b5,,"Jun 23, 2017",577
5670,1,Transfer,0xc352b5,0xfeeb2d,,"Apr 21, 2021",577
5671,2,Offered,,,"66,983","Apr 21, 2021",577
5672,3,Sold ,0xfeeb2d,🔥🤘🔥.e…,"64,202","Apr 24, 2021",577
5673,4,Offered,,,"339,126","Aug 05, 2021",577
5674,5,Offered,,,"535,114","Aug 24, 2021",577
5675,6,Offered,,,"774,907","Aug 28, 2021",577
5676,7,Transfer,🔥🤘🔥.e…,0x013335,,"Nov 08, 2021",577
5677,0,Claimed,,0xc352b5,,"Jun 23, 2017",578
5678,1,Transfer,0xc352b5,0x35388c,,"Feb 04, 2021",578
5679,2,Transfer,0x35388c,0x2cbee4,,"Mar 05, 2021",578
5680,3,Transfer,0x2cbee4,0xdde0b7,,"Mar 06, 2021",578
5681,4,Offered,,,"61,504","Mar 10, 2021",578
5682,5,Offered,,,"57,825","Mar 16, 2021",578
5683,6,Offered,,,"54,301","Mar 17, 2021",578
5684,7,Offered,,,"49,587","Mar 17, 2021",578
5685,8,Bid ,0xc55607,,"42,579","Mar 17, 2021",578
5686,9,Offered,,,"50,614","Mar 17, 2021",578
5687,10,Bid Withdrawn,0xc55607,,"43,663","Mar 17, 2021",578
5688,11,Offered,,,"51,090","Mar 19, 2021",578
5689,12,Offered,,,"50,242","Mar 20, 2021",578
5690,13,Offer Withdrawn,,,,"Mar 20, 2021",578
5691,14,Transfer,0xdde0b7,0xfeeb8c,,"Mar 20, 2021",578
5692,15,(Wrap),0xfeeb8c,WrappedC…,,"Mar 20, 2021",578
5693,16,Sold ,0xdde0b7,0xc5b066,"44,062","Mar 21, 2021",578
5694,17,(Unwrap),WrappedC…,0xc5b066,,"Mar 21, 2021",578
5695,18,Offered,,,"51,993","Mar 21, 2021",578
5696,19,Offered,,,"46,719","Mar 23, 2021",578
5697,20,Offered,,,"60,411","Apr 08, 2021",578
5698,21,Offered,,,"61,126","Apr 13, 2021",578
5699,22,Offered,,,"62,949","Apr 14, 2021",578
5700,23,Offered,,,"62,171","Apr 14, 2021",578
5701,24,Offered,,,"59,829","Apr 14, 2021",578
5702,25,Sold ,0xc5b066,0xc66b8d,"61,243","Apr 16, 2021",578
5703,26,Transfer,0xc66b8d,0x1e5fe5,,"Aug 05, 2021",578
5704,27,Offered,,,"527,538","Aug 29, 2021",578
5705,28,Offer Withdrawn,,,,"Aug 30, 2021",578
5706,29,Offered,,,"566,940","Sep 16, 2021",578
5707,30,Offer Withdrawn,,,,"Oct 04, 2021",578
5708,31,Offered,,,"505,013","Oct 04, 2021",578
5709,32,Offered,,,"497,398","Oct 24, 2021",578
5710,33,Bid ,usdex.et…,,"471,395","Oct 30, 2021",578
5711,34,Bid Withdrawn,usdex.et…,,"462,346","Oct 31, 2021",578
5712,35,Offered,,,"534,156","Nov 08, 2021",578
5713,0,Claimed,,0xc352b5,,"Jun 23, 2017",579
5714,0,Claimed,,0xc352b5,,"Jun 23, 2017",580
5715,1,Offered,,,573,"Jan 16, 2020",580
5716,2,Bid ,jmg,,332,"Jan 20, 2020",580
5717,3,Bid Withdrawn,jmg,,334,"Jan 21, 2020",580
5718,4,Offer Withdrawn,,,,"May 14, 2020",580
5719,0,Claimed,,0xc352b5,,"Jun 23, 2017",581
5720,0,Claimed,,0xc352b5,,"Jun 23, 2017",582
5721,0,Claimed,,0xc352b5,,"Jun 23, 2017",583
5722,1,Transfer,0xc352b5,0x35388c,,"Feb 04, 2021",583
5723,2,Transfer,0x35388c,0x2cbee4,,"Mar 05, 2021",583
5724,3,Transfer,0x2cbee4,0xab7244,,"Mar 07, 2021",583
5725,4,Offered,,,"89,124","Mar 07, 2021",583
5726,5,Offered,,,"89,316","Mar 11, 2021",583
5727,6,Offered,,,"86,786","Mar 11, 2021",583
5728,7,Offered,,,"79,902","Mar 11, 2021",583
5729,8,Offered,,,"76,700","Mar 11, 2021",583
5730,9,Offered,,,"69,611","Mar 12, 2021",583
5731,10,Offered,,,"66,741","Mar 12, 2021",583
5732,11,Offered,,,"64,788","Mar 13, 2021",583
5733,12,Offered,,,"94,464","Mar 14, 2021",583
5734,13,Offered,,,"79,992","Mar 15, 2021",583
5735,14,Offered,,,"75,768","Mar 16, 2021",583
5736,15,Offered,,,"73,495","Mar 16, 2021",583
5737,16,Offered,,,"69,434","Mar 17, 2021",583
5738,17,Offered,,,"68,470","Mar 18, 2021",583
5739,18,Offered,,,"60,468","Mar 23, 2021",583
5740,19,Offered,,,"59,217","Mar 23, 2021",583
5741,20,Offered,,,"56,541","Mar 24, 2021",583
5742,21,Offered,,,"51,012","Mar 25, 2021",583
5743,22,Offered,,,"49,995","Mar 26, 2021",583
5744,23,Offered,,,"86,306","Apr 13, 2021",583
5745,24,Offered,,,"78,980","Apr 19, 2021",583
5746,25,Offered,,,"63,540","Apr 23, 2021",583
5747,26,Offered,,,"91,133","May 04, 2021",583
5748,27,Bid ,wookie.e…,,"77,632","May 04, 2021",583
5749,28,Offered,,,"87,758","May 04, 2021",583
5750,29,Bid Withdrawn,wookie.e…,,"77,632","May 04, 2021",583
5751,30,Offered,,,"80,520","May 04, 2021",583
5752,31,Offered,,,"81,079","May 07, 2021",583
5753,32,Offered,,,"79,354","May 07, 2021",583
5754,33,Offered,,,"85,496","May 09, 2021",583
5755,34,Offered,,,"213,740","May 09, 2021",583
5756,35,Offered,,,"194,193","May 11, 2021",583
5757,36,Offered,,,"163,588","May 12, 2021",583
5758,37,Offered,,,"139,549","May 14, 2021",583
5759,38,Offered,,,"112,268","May 15, 2021",583
5760,39,Offered,,,"63,549","May 22, 2021",583
5761,40,Offered,,,"68,723","May 25, 2021",583
5762,41,Offered,,,"65,703","May 27, 2021",583
5763,42,Offered,,,"57,497","May 31, 2021",583
5764,43,Offered,,,"62,495","Jun 03, 2021",583
5765,44,Offered,,,"60,680","Jun 07, 2021",583
5766,45,Offered,,,"98,314","Jun 09, 2021",583
5767,46,Offered,,,"135,054","Jun 11, 2021",583
5768,47,Offered,,,"117,915","Jun 13, 2021",583
5769,48,Offered,,,"121,168","Jun 15, 2021",583
5770,49,Offered,,,"113,963","Jun 16, 2021",583
5771,50,Offered,,,"81,698","Jun 22, 2021",583
5772,51,Offered,,,"81,580","Jun 25, 2021",583
5773,52,Offered,,,"73,967","Jun 25, 2021",583
5774,53,Offered,,,"83,174","Jun 29, 2021",583
5775,54,Offered,,,"72,105","Jul 02, 2021",583
5776,55,Offered,,,"71,018","Jul 03, 2021",583
5777,56,Offered,,,"67,767","Jul 04, 2021",583
5778,57,Offered,,,"59,850","Jul 08, 2021",583
5779,58,Offered,,,"55,147","Jul 11, 2021",583
5780,59,Offered,,,"53,712","Jul 12, 2021",583
5781,60,Offered,,,"48,812","Jul 13, 2021",583
5782,61,Offered,,,"50,770","Jul 13, 2021",583
5783,62,Offered,,,"48,355","Jul 13, 2021",583
5784,63,Offered,,,"43,812","Jul 16, 2021",583
5785,64,Sold ,0xab7244,0xa3b6e1,"43,730","Jul 16, 2021",583
5786,0,Claimed,,0xc352b5,,"Jun 23, 2017",584
5787,1,Bid ,0xdc5556,,188,"Feb 22, 2021",584
5788,2,Bid Withdrawn,0xdc5556,,169,"Feb 23, 2021",584
5789,0,Claimed,,0xc352b5,,"Jun 23, 2017",585
5790,1,Bid ,Pranksy,,132,"Jan 01, 2020",585
5791,2,Bid Withdrawn,Pranksy,,136,"Jan 05, 2020",585
5792,0,Claimed,,0xc352b5,,"Jun 23, 2017",586
5793,1,Transfer,0xc352b5,Pranksy,,"Feb 18, 2021",586
5794,2,Offered,,,"76,026","Feb 18, 2021",586
5795,3,Offered,,,"45,141","Feb 22, 2021",586
5796,4,Sold ,Pranksy,0xa7eba7,"42,520","Feb 22, 2021",586
5797,5,Offered,,,"86,847","Feb 22, 2021",586
5798,6,Bid ,happypun…,,"45,066","Feb 22, 2021",586
5799,7,Bid Withdrawn,happypun…,,"44,579","Feb 22, 2021",586
5800,8,Offered,,,"62,825","Feb 24, 2021",586
5801,9,Offered,,,"46,811","Feb 24, 2021",586
5802,10,Offered,,,"41,693","Feb 24, 2021",586
5803,11,Offered,,,"38,486","Feb 25, 2021",586
5804,12,Offered,,,"36,866","Feb 25, 2021",586
5805,13,Bid ,Deeze,,"17,639","Feb 25, 2021",586
5806,14,Bid Withdrawn,Deeze,,"18,133","Feb 25, 2021",586
5807,15,Offered,,,"36,250","Feb 25, 2021",586
5808,16,Bid ,0x023ef7,,"26,376","Feb 25, 2021",586
5809,17,Offered,,,"34,602","Feb 25, 2021",586
5810,18,Sold ,0xa7eba7,0x84c920,"34,602","Feb 25, 2021",586
5811,19,Bid Withdrawn,0x023ef7,,"26,376","Feb 25, 2021",586
5812,20,Offered,,,"45,499","Feb 25, 2021",586
5813,21,Offered,,,"42,272","Feb 25, 2021",586
5814,22,Offered,,,"40,673","Feb 25, 2021",586
5815,23,Offered,,,"38,068","Feb 25, 2021",586
5816,24,Offered,,,"36,492","Feb 25, 2021",586
5817,25,Sold ,0x84c920,0x7e455c,"33,723","Feb 26, 2021",586
5818,26,Offered,,,"37,478","Feb 27, 2021",586
5819,27,Offered,,,"38,135","Feb 27, 2021",586
5820,28,Offered,,,"43,854","Feb 27, 2021",586
5821,29,Offered,,,"43,135","Mar 04, 2021",586
5822,30,Offered,,,"47,743","Mar 13, 2021",586
5823,31,Sold ,0x7e455c,0xac768d,"46,731","Mar 14, 2021",586
5824,32,Offered,,,"89,024","Mar 20, 2021",586
5825,33,Sold ,0xac768d,Deeze,"136,874","Aug 05, 2021",586
5826,34,Offered,,,"169,535","Aug 05, 2021",586
5827,35,Offered,,,"193,401","Aug 06, 2021",586
5828,36,Offered,,,"177,363","Aug 06, 2021",586
5829,37,Offered,,,"202,576","Aug 06, 2021",586
5830,38,Offered,,,"183,029","Aug 06, 2021",586
5831,39,Offered,,,"183,403","Aug 11, 2021",586
5832,40,Offered,,,"197,828","Aug 12, 2021",586
5833,41,Offered,,,"192,404","Aug 14, 2021",586
5834,42,Offered,,,"190,827","Aug 16, 2021",586
5835,43,Offered,,,"207,513","Aug 21, 2021",586
5836,44,Sold ,Deeze,ohl.eth,"214,279","Aug 23, 2021",586
5837,45,Offered,,,1.01M,"Aug 29, 2021",586
5838,0,Claimed,,0xc352b5,,"Jun 23, 2017",587
5839,1,Transfer,0xc352b5,0xb88f61,,"Feb 05, 2021",587
5840,0,Claimed,,0xc352b5,,"Jun 23, 2017",588
5841,1,Bid ,0x7760e0,,14,"Jul 02, 2017",588
5842,2,Bid ,Pranksy,,112,"Jan 01, 2020",588
5843,3,Bid Withdrawn,Pranksy,,116,"Jan 05, 2020",588
5844,4,Bid ,MBK,,428,"Jan 17, 2020",588
5845,5,Bid Withdrawn,MBK,,418,"Jan 21, 2020",588
5846,6,Bid ,0xbfa319,,97,"Feb 16, 2020",588
5847,7,Bid Withdrawn,0xbfa319,,97,"Feb 16, 2020",588
5848,8,Bid ,Pranksy,,525,"May 20, 2020",588
5849,9,Bid Withdrawn,Pranksy,,496,"May 22, 2020",588
5850,10,Bid ,Novo311,,"3,798","Dec 23, 2020",588
5851,11,Bid Withdrawn,Novo311,,"3,659","Dec 25, 2020",588
5852,12,Bid ,0x05dfd4,,"13,487","Jan 28, 2021",588
5853,13,Bid Withdrawn,0x05dfd4,,"13,482","Jan 28, 2021",588
5854,14,Offered,,,"85,990","Feb 19, 2021",588
5855,15,Sold ,0xc352b5,0x79348e,"86,623","Feb 21, 2021",588
5856,16,Offered,,,"134,154","Jun 26, 2021",588
5857,17,Sold ,0x79348e,robertth…,"141,498","Jul 17, 2021",588
5858,18,Offered,,,"276,662","Aug 04, 2021",588
5859,19,Offer Withdrawn,,,,"Aug 04, 2021",588
5860,20,Offered,,,"335,884","Aug 04, 2021",588
5861,21,Offer Withdrawn,,,,"Aug 06, 2021",588
5862,22,Offered,,,"470,995","Aug 07, 2021",588
5863,23,Offer Withdrawn,,,,"Aug 24, 2021",588
5864,24,Offered,,,"969,765","Oct 27, 2021",588
5865,0,Claimed,,0xc352b5,,"Jun 23, 2017",589
5866,1,Transfer,0xc352b5,Pranksy,,"Feb 18, 2021",589
5867,2,Offered,,,"76,026","Feb 18, 2021",589
5868,3,Offered,,,"32,861","Feb 21, 2021",589
5869,4,Sold ,Pranksy,thatsmy.…,"33,331","Feb 21, 2021",589
5870,5,Offered,,,3.06M,"Aug 07, 2021",589
5871,6,Offered,,,"448,982","Aug 21, 2021",589
5872,7,Offer Withdrawn,,,,"Aug 28, 2021",589
5873,8,Transfer,thatsmy.…,0xaa9365,,"Oct 20, 2021",589
5874,0,Claimed,,0xc352b5,,"Jun 23, 2017",590
5875,1,Transfer,0xc352b5,0x4d8e16,,"Mar 19, 2021",590
5876,0,Claimed,,0xc352b5,,"Jun 23, 2017",591
5877,1,Transfer,0xc352b5,0x35388c,,"Feb 04, 2021",591
5878,2,Transfer,0x35388c,0x2cbee4,,"Mar 04, 2021",591
5879,3,Transfer,0x2cbee4,0xcb8172,,"Mar 07, 2021",591
5880,4,Offered,,,"54,032","Mar 08, 2021",591
5881,5,Offered,,,"36,451","Mar 08, 2021",591
5882,6,Offer Withdrawn,,,,"Mar 08, 2021",591
5883,7,Offered,,,"40,084","Mar 13, 2021",591
5884,8,Offered,,,"36,879","Mar 13, 2021",591
5885,9,Bid ,wookie.e…,,"31,611","Mar 13, 2021",591
5886,10,Bid ,0x62bdc6,,"33,679","Mar 13, 2021",591
5887,11,Sold ,0xcb8172,0x1a4d11,"37,224","Mar 13, 2021",591
5888,12,Bid Withdrawn,0x62bdc6,,"33,679","Mar 13, 2021",591
5889,13,Offered,,,"39,883","Mar 13, 2021",591
5890,14,Offered,,,"42,152","Mar 13, 2021",591
5891,15,Sold ,0x1a4d11,pier1.et…,"42,605","Mar 13, 2021",591
5892,16,Transfer,pier1.et…,0x581e24,,"Aug 28, 2021",591
5893,0,Claimed,,0xc352b5,,"Jun 23, 2017",592
5894,0,Claimed,,0xc352b5,,"Jun 23, 2017",593
5895,1,Bid ,0x00bd3a,,94,"Jul 04, 2017",593
5896,2,Bid Withdrawn,0x00bd3a,,84,"Jul 07, 2017",593
5897,3,Bid ,Devil_et…,,65,"Dec 31, 2019",593
5898,4,Bid Withdrawn,Devil_et…,,66,"Jan 01, 2020",593
5899,5,Bid ,0xcd2c66,,170,"Jun 09, 2020",593
5900,6,Offered,,,"16,287","Sep 28, 2020",593
5901,7,Bid ,0xadc229,,"30,538","Jan 30, 2021",593
5902,8,Bid Withdrawn,0xadc229,,"29,629","Jan 30, 2021",593
5903,9,Sold ,0xc352b5,Pranksy,"63,664","Feb 02, 2021",593
5904,10,Offered,,,"155,806","Feb 03, 2021",593
5905,11,Offered,,,"189,501","Feb 21, 2021",593
5906,12,Offered,,,"124,958","Feb 26, 2021",593
5907,13,Offered,,,"114,126","Mar 01, 2021",593
5908,14,Offered,,,"239,592","Mar 03, 2021",593
5909,15,Offered,,,"110,982","Mar 06, 2021",593
